@RELATION Jelly99999

@ATTRIBUTE countlinecode REAL
@ATTRIBUTE countclassbase REAL
@ATTRIBUTE countclasscoupled REAL
@ATTRIBUTE countclassderived REAL
@ATTRIBUTE countdeclmethodall REAL
@ATTRIBUTE countdeclmethod REAL
@ATTRIBUTE maxinheritancetree REAL
@ATTRIBUTE percentlackofcohesion REAL
@ATTRIBUTE countdeclinstancemethod REAL
@ATTRIBUTE countdeclinstancevariable REAL
@ATTRIBUTE defect {0.0,1.0}

@DATA
196.0,1.0,7.0,18.0,21.0,21.0,1.0,86.0,18.0,5.0,1.0
5.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0
6.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
14.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
8.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0
15.0,1.0,3.0,0.0,40.0,1.0,2.0,0.0,1.0,0.0,1.0
23.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0
8.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
8.0,1.0,0.0,0.0,6.0,2.0,3.0,0.0,2.0,0.0,0.0
27.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1530.0,2.0,20.0,1.0,55.0,55.0,1.0,87.0,47.0,2.0,1.0
18.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,4.0,0.0
4.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
248.0,2.0,2.0,0.0,13.0,13.0,1.0,40.0,13.0,10.0,0.0
114.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0
5.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0
73.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,29.0,0.0,1.0
4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
9.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
5.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0
16.0,1.0,1.0,1.0,7.0,7.0,1.0,0.0,7.0,0.0,0.0
7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
5.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
159.0,2.0,8.0,32.0,28.0,28.0,1.0,90.0,17.0,3.0,1.0
8.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
64.0,2.0,5.0,0.0,13.0,13.0,1.0,94.0,12.0,3.0,1.0
30.0,1.0,2.0,0.0,197.0,1.0,4.0,0.0,1.0,1.0,1.0
22.0,1.0,5.0,0.0,4.0,4.0,2.0,0.0,4.0,0.0,0.0
90.0,1.0,7.0,0.0,19.0,6.0,4.0,55.0,4.0,3.0,0.0
10.0,2.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
7.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,4.0,0.0,0.0
5.0,1.0,2.0,0.0,6.0,1.0,3.0,0.0,1.0,0.0,0.0
20.0,2.0,7.0,0.0,400.0,2.0,5.0,0.0,2.0,0.0,1.0
160.0,1.0,3.0,0.0,5.0,5.0,1.0,19.0,5.0,1.0,0.0
8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0
154.0,1.0,3.0,0.0,6.0,6.0,2.0,0.0,6.0,0.0,0.0
40.0,1.0,5.0,0.0,11.0,3.0,3.0,22.0,3.0,3.0,0.0
17.0,1.0,5.0,0.0,10.0,2.0,3.0,50.0,2.0,1.0,0.0
20.0,1.0,5.0,0.0,10.0,2.0,3.0,25.0,2.0,2.0,0.0
20.0,1.0,5.0,0.0,10.0,2.0,3.0,25.0,2.0,2.0,0.0
21.0,1.0,5.0,0.0,10.0,2.0,3.0,25.0,2.0,2.0,0.0
69.0,1.0,2.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0
11.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28.0,1.0,3.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0
11.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
864.0,3.0,5.0,0.0,100.0,100.0,1.0,81.0,99.0,6.0,1.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
103.0,1.0,4.0,0.0,9.0,9.0,1.0,72.0,7.0,4.0,0.0
3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
7.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0
179.0,1.0,9.0,0.0,14.0,14.0,1.0,77.0,13.0,8.0,0.0
7.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
18.0,1.0,4.0,0.0,29.0,1.0,2.0,0.0,1.0,0.0,0.0
183.0,1.0,7.0,0.0,24.0,24.0,1.0,79.0,23.0,6.0,0.0
7.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
216.0,1.0,3.0,0.0,9.0,9.0,1.0,0.0,9.0,2.0,1.0
61.0,1.0,0.0,0.0,6.0,6.0,1.0,0.0,6.0,1.0,0.0
43.0,1.0,2.0,4.0,5.0,5.0,1.0,50.0,5.0,4.0,1.0
18.0,1.0,3.0,0.0,40.0,1.0,2.0,0.0,1.0,0.0,1.0
5.0,1.0,0.0,0.0,7.0,1.0,4.0,0.0,1.0,0.0,0.0
555.0,1.0,8.0,0.0,85.0,85.0,1.0,98.0,1.0,3.0,1.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,1.0,0.0,0.0,5.0,5.0,1.0,19.0,5.0,1.0,0.0
85.0,2.0,2.0,0.0,12.0,12.0,1.0,73.0,11.0,10.0,1.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
156.0,1.0,2.0,0.0,7.0,7.0,1.0,0.0,7.0,1.0,0.0
119.0,3.0,5.0,0.0,13.0,13.0,1.0,38.0,13.0,5.0,0.0
12.0,2.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
136.0,1.0,7.0,0.0,20.0,20.0,1.0,99.0,0.0,0.0,1.0
96.0,1.0,1.0,9.0,6.0,6.0,1.0,55.0,6.0,3.0,1.0
47.0,1.0,2.0,0.0,9.0,9.0,2.0,40.0,9.0,2.0,0.0
99.0,1.0,4.0,0.0,18.0,5.0,4.0,50.0,5.0,2.0,0.0
17.0,1.0,2.0,0.0,8.0,2.0,2.0,50.0,2.0,2.0,0.0
165.0,1.0,2.0,0.0,13.0,13.0,1.0,0.0,0.0,0.0,1.0
15.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,1.0
110.0,1.0,5.0,0.0,21.0,8.0,4.0,37.0,8.0,2.0,1.0
241.0,1.0,8.0,228.0,39.0,39.0,1.0,82.0,36.0,4.0,1.0
3.0,0.0,1.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
5.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
54.0,1.0,2.0,5.0,8.0,8.0,2.0,55.0,8.0,3.0,0.0
11.0,1.0,2.0,0.0,40.0,1.0,2.0,0.0,1.0,0.0,1.0
52.0,1.0,2.0,6.0,7.0,7.0,2.0,66.0,7.0,3.0,1.0
55.0,1.0,5.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,0.0
8.0,1.0,2.0,0.0,8.0,1.0,3.0,0.0,1.0,0.0,1.0
10.0,1.0,3.0,0.0,40.0,1.0,2.0,0.0,1.0,0.0,1.0
34.0,1.0,6.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
18.0,1.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
25.0,0.0,4.0,2.0,9.0,9.0,0.0,0.0,9.0,9.0,0.0
3.0,0.0,0.0,38.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
4.0,0.0,1.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
17.0,1.0,2.0,2.0,6.0,5.0,1.0,0.0,5.0,6.0,0.0
146.0,1.0,2.0,0.0,4.0,4.0,2.0,0.0,4.0,0.0,0.0
24.0,1.0,4.0,4.0,12.0,5.0,2.0,80.0,5.0,1.0,0.0
4.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
4.0,1.0,2.0,0.0,40.0,1.0,2.0,0.0,1.0,0.0,1.0
24.0,1.0,2.0,0.0,15.0,3.0,3.0,0.0,3.0,1.0,0.0
26.0,1.0,2.0,0.0,15.0,3.0,3.0,0.0,3.0,1.0,0.0
24.0,1.0,2.0,0.0,15.0,3.0,3.0,0.0,3.0,1.0,0.0
26.0,1.0,2.0,0.0,15.0,3.0,3.0,0.0,3.0,1.0,0.0
41.0,1.0,1.0,0.0,3.0,3.0,1.0,41.0,3.0,4.0,1.0
16.0,0.0,0.0,1.0,7.0,7.0,0.0,0.0,7.0,0.0,1.0
117.0,1.0,8.0,0.0,16.0,16.0,1.0,78.0,9.0,4.0,1.0
5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
186.0,1.0,3.0,0.0,23.0,23.0,1.0,69.0,14.0,4.0,0.0
58.0,1.0,1.0,0.0,7.0,7.0,2.0,61.0,7.0,3.0,0.0
17.0,1.0,1.0,0.0,2.0,2.0,2.0,50.0,2.0,2.0,0.0
318.0,1.0,3.0,0.0,28.0,15.0,4.0,0.0,15.0,0.0,0.0
241.0,2.0,7.0,0.0,29.0,29.0,1.0,78.0,21.0,11.0,0.0
9.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
331.0,1.0,7.0,0.0,18.0,18.0,1.0,77.0,18.0,8.0,1.0
3.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
232.0,1.0,2.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0
33.0,1.0,2.0,2.0,10.0,3.0,2.0,66.0,3.0,3.0,0.0
4.0,1.0,2.0,0.0,40.0,1.0,2.0,0.0,1.0,0.0,1.0
33.0,1.0,2.0,1.0,10.0,3.0,2.0,66.0,3.0,3.0,0.0
4.0,1.0,2.0,0.0,40.0,1.0,2.0,0.0,1.0,0.0,1.0
16.0,1.0,3.0,0.0,12.0,2.0,3.0,0.0,2.0,0.0,0.0
121.0,1.0,3.0,0.0,12.0,2.0,3.0,50.0,2.0,1.0,0.0
12.0,1.0,2.0,0.0,11.0,1.0,3.0,0.0,1.0,0.0,0.0
54.0,2.0,6.0,0.0,10.0,10.0,1.0,19.0,8.0,1.0,0.0
8.0,2.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
20.0,1.0,4.0,0.0,198.0,2.0,4.0,75.0,2.0,2.0,1.0
10.0,1.0,3.0,0.0,40.0,1.0,2.0,0.0,1.0,0.0,1.0
80.0,1.0,8.0,0.0,16.0,3.0,4.0,50.0,3.0,2.0,0.0
10.0,2.0,4.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
43.0,1.0,5.0,0.0,10.0,3.0,2.0,33.0,3.0,2.0,0.0
4.0,1.0,2.0,0.0,40.0,1.0,2.0,0.0,1.0,0.0,1.0
2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
24.0,1.0,0.0,0.0,11.0,6.0,2.0,0.0,5.0,0.0,1.0
8.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0
13.0,1.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1322.0,1.0,13.0,0.0,158.0,158.0,1.0,87.0,118.0,3.0,1.0
7.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
83.0,1.0,1.0,0.0,11.0,11.0,2.0,72.0,11.0,8.0,0.0
48.0,1.0,1.0,0.0,8.0,8.0,2.0,0.0,8.0,1.0,0.0
190.0,3.0,3.0,1.0,25.0,25.0,1.0,71.0,14.0,3.0,1.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0
15.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0
15.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0
8.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0
53.0,2.0,2.0,0.0,8.0,8.0,1.0,25.0,7.0,1.0,0.0
10.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
13.0,0.0,1.0,228.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0
3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0
4.0,0.0,1.0,244.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0
128.0,2.0,2.0,1.0,9.0,9.0,1.0,33.0,8.0,2.0,0.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
181.0,1.0,7.0,0.0,17.0,17.0,1.0,81.0,13.0,7.0,0.0
9.0,0.0,1.0,2.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0
427.0,1.0,6.0,0.0,27.0,27.0,2.0,33.0,27.0,1.0,0.0
27.0,2.0,1.0,0.0,7.0,7.0,1.0,75.0,7.0,4.0,0.0
218.0,1.0,3.0,0.0,9.0,9.0,1.0,55.0,9.0,2.0,1.0
127.0,1.0,7.0,0.0,11.0,11.0,1.0,63.0,11.0,8.0,1.0
4.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
64.0,1.0,4.0,0.0,19.0,6.0,4.0,16.0,6.0,1.0,0.0
287.0,1.0,7.0,0.0,38.0,38.0,1.0,84.0,0.0,0.0,1.0
4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
218.0,1.0,7.0,0.0,8.0,8.0,1.0,82.0,1.0,0.0,1.0
3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
5.0,1.0,4.0,0.0,23.0,1.0,2.0,0.0,1.0,0.0,1.0
73.0,1.0,3.0,0.0,9.0,9.0,1.0,62.0,9.0,3.0,0.0
82.0,1.0,3.0,0.0,12.0,12.0,1.0,50.0,12.0,1.0,0.0
68.0,2.0,6.0,1.0,8.0,8.0,1.0,42.0,8.0,2.0,0.0
9.0,2.0,4.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
9.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0
5.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
7.0,1.0,1.0,0.0,10.0,2.0,2.0,0.0,2.0,0.0,0.0
105.0,1.0,4.0,1.0,10.0,10.0,1.0,70.0,10.0,4.0,1.0
14.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0
8.0,1.0,0.0,2.0,6.0,2.0,3.0,0.0,2.0,0.0,0.0
10.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0
72.0,2.0,7.0,0.0,6.0,6.0,1.0,50.0,6.0,3.0,0.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
9.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
11.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0
21.0,1.0,3.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0
66.0,1.0,6.0,0.0,7.0,7.0,1.0,71.0,0.0,0.0,0.0
15.0,1.0,2.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0
68.0,2.0,3.0,0.0,32.0,4.0,2.0,0.0,3.0,0.0,0.0
78.0,2.0,3.0,0.0,7.0,7.0,1.0,0.0,7.0,1.0,0.0
14.0,1.0,0.0,0.0,10.0,10.0,1.0,100.0,10.0,1.0,1.0
1124.0,1.0,29.0,0.0,41.0,41.0,1.0,95.0,1.0,0.0,1.0
4.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
4.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
4.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
9.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
3.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0
4.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0
4.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0
186.0,2.0,16.0,0.0,11.0,11.0,1.0,59.0,11.0,2.0,1.0
18.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0
5.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
16.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0
37.0,1.0,0.0,0.0,3.0,3.0,1.0,33.0,2.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
41.0,1.0,3.0,1.0,3.0,3.0,1.0,53.0,3.0,5.0,0.0
5.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0
5.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0
5.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0
5.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0
5.0,1.0,0.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
84.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0
73.0,1.0,2.0,0.0,21.0,21.0,1.0,76.0,21.0,1.0,0.0
6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
118.0,1.0,12.0,0.0,7.0,7.0,1.0,36.0,7.0,9.0,0.0
85.0,1.0,1.0,0.0,2.0,2.0,1.0,25.0,2.0,2.0,1.0
69.0,1.0,2.0,0.0,13.0,13.0,1.0,74.0,13.0,3.0,1.0
19.0,1.0,7.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0
28.0,1.0,0.0,0.0,8.0,8.0,1.0,0.0,1.0,0.0,1.0
27.0,1.0,1.0,0.0,6.0,6.0,1.0,66.0,0.0,0.0,1.0
72.0,1.0,0.0,0.0,15.0,15.0,1.0,0.0,0.0,0.0,0.0
37.0,1.0,2.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,1.0
22.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0
12.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0
60.0,1.0,4.0,0.0,10.0,5.0,2.0,19.0,5.0,2.0,1.0
68.0,1.0,2.0,4.0,7.0,7.0,1.0,62.0,7.0,4.0,0.0
15.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
136.0,1.0,5.0,2.0,11.0,11.0,1.0,75.0,11.0,6.0,0.0
15.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
26.0,2.0,3.0,0.0,3.0,3.0,1.0,16.0,3.0,2.0,0.0
51.0,1.0,1.0,0.0,9.0,9.0,1.0,19.0,1.0,0.0,1.0
4.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
143.0,1.0,6.0,0.0,26.0,13.0,4.0,81.0,13.0,3.0,0.0
8.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
5.0,1.0,0.0,0.0,7.0,1.0,4.0,0.0,1.0,0.0,0.0
103.0,1.0,2.0,6.0,7.0,7.0,1.0,50.0,4.0,0.0,1.0
27.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,4.0,1.0,0.0
47.0,1.0,2.0,0.0,4.0,4.0,2.0,25.0,4.0,1.0,1.0
90.0,1.0,6.0,0.0,9.0,9.0,1.0,59.0,8.0,5.0,0.0
46.0,1.0,2.0,0.0,9.0,9.0,1.0,0.0,0.0,0.0,1.0
8.0,1.0,0.0,3.0,5.0,5.0,1.0,0.0,5.0,0.0,1.0
228.0,2.0,2.0,0.0,20.0,20.0,1.0,60.0,20.0,2.0,1.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
5.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0
549.0,1.0,14.0,0.0,62.0,49.0,4.0,95.0,49.0,2.0,0.0
7.0,1.0,0.0,0.0,6.0,1.0,3.0,0.0,1.0,1.0,0.0
17.0,1.0,1.0,0.0,35.0,3.0,3.0,50.0,3.0,2.0,0.0
23.0,1.0,2.0,1.0,5.0,3.0,2.0,58.0,3.0,4.0,0.0
974.0,1.0,5.0,2.0,35.0,34.0,1.0,0.0,34.0,0.0,1.0
929.0,2.0,10.0,1.0,32.0,4.0,2.0,0.0,3.0,0.0,1.0
553.0,2.0,9.0,0.0,37.0,37.0,1.0,2.0,37.0,1.0,1.0
99.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0
94.0,2.0,3.0,1.0,32.0,4.0,2.0,0.0,3.0,0.0,0.0
42.0,2.0,4.0,0.0,5.0,5.0,1.0,19.0,5.0,1.0,0.0
67.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
64.0,2.0,3.0,2.0,32.0,4.0,2.0,0.0,3.0,0.0,0.0
25.0,2.0,4.0,0.0,4.0,4.0,1.0,25.0,4.0,1.0,0.0
75.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
72.0,2.0,3.0,1.0,32.0,4.0,2.0,0.0,3.0,0.0,0.0
29.0,2.0,4.0,0.0,4.0,4.0,1.0,25.0,4.0,1.0,0.0
6.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
12.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
6.0,1.0,0.0,5.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
22.0,1.0,1.0,0.0,5.0,3.0,2.0,33.0,3.0,2.0,0.0
312.0,1.0,14.0,0.0,15.0,15.0,1.0,80.0,15.0,6.0,1.0
33.0,1.0,6.0,0.0,4.0,4.0,1.0,37.0,4.0,2.0,0.0
14.0,1.0,7.0,0.0,40.0,1.0,2.0,0.0,1.0,0.0,1.0
14.0,1.0,1.0,0.0,34.0,2.0,3.0,0.0,2.0,0.0,0.0
24.0,1.0,3.0,0.0,34.0,2.0,3.0,0.0,2.0,1.0,0.0
35.0,1.0,5.0,0.0,3.0,3.0,1.0,44.0,3.0,3.0,0.0
15.0,1.0,6.0,0.0,40.0,1.0,2.0,0.0,1.0,0.0,1.0
9.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0
14.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0
11.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,3.0,0.0
7.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0
348.0,1.0,9.0,1.0,33.0,18.0,4.0,92.0,18.0,2.0,0.0
45.0,1.0,1.0,0.0,5.0,5.0,2.0,60.0,5.0,5.0,0.0
26.0,1.0,1.0,0.0,5.0,4.0,2.0,56.0,4.0,4.0,0.0
150.0,1.0,6.0,0.0,44.0,11.0,5.0,54.0,11.0,1.0,0.0
11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
114.0,2.0,4.0,0.0,17.0,17.0,1.0,68.0,17.0,8.0,1.0
17.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0
28.0,1.0,5.0,0.0,124.0,4.0,3.0,0.0,4.0,0.0,1.0
216.0,4.0,21.0,6.0,132.0,33.0,2.0,87.0,33.0,9.0,1.0
27.0,1.0,3.0,0.0,11.0,3.0,3.0,33.0,3.0,2.0,0.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
122.0,1.0,13.0,0.0,147.0,15.0,3.0,73.0,15.0,2.0,1.0
24.0,1.0,2.0,0.0,11.0,3.0,3.0,33.0,3.0,1.0,0.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
228.0,1.0,9.0,1.0,18.0,18.0,1.0,80.0,18.0,6.0,0.0
3.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
12.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0
3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
167.0,1.0,9.0,0.0,154.0,22.0,3.0,80.0,22.0,5.0,1.0
24.0,1.0,2.0,0.0,11.0,3.0,3.0,33.0,3.0,1.0,0.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
6.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
19.0,1.0,1.0,0.0,14.0,1.0,4.0,0.0,1.0,0.0,0.0
180.0,1.0,9.0,0.0,154.0,22.0,3.0,77.0,22.0,5.0,1.0
24.0,1.0,2.0,0.0,11.0,3.0,3.0,33.0,3.0,1.0,0.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
5.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
150.0,1.0,8.0,0.0,149.0,17.0,3.0,78.0,17.0,5.0,1.0
29.0,1.0,2.0,0.0,11.0,3.0,3.0,33.0,3.0,1.0,0.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
8.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
703.0,3.0,26.0,5.0,99.0,99.0,1.0,95.0,99.0,29.0,1.0
17.0,1.0,2.0,10.0,8.0,2.0,2.0,0.0,2.0,0.0,0.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
4.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
816.0,3.0,32.0,2.0,457.0,48.0,6.0,91.0,48.0,10.0,1.0
29.0,1.0,5.0,0.0,40.0,1.0,2.0,0.0,1.0,0.0,1.0
